GeneID	GeneType	H003	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007	H001	H002	H004	H005	H006
LOC389727	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0
LOC100421669	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NIPSNAP1	mRNA	677	129	276	38	62	170	208	169	712	123	488	243	85	948	95	338	317	637
BTBD7P1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9	39	0.0	0.0	0.0	0.0	0.0	10	0.0	0.0
PTP4A1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTP4A2	mRNA	1590	746	1281	480	331	1824	1175	1212	3140	547	1235	386	582	3196	951	390	1300	1371
BTBD7P2	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100132824	ncRNA	0.0	0.0	96	1	0.0	0.0	0.0	123	0.0	94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100129223	miscRNA	135	0.0	41	0.0	0.0	19	0.0	200	0.0	0.0	0.0	0.0	12	0.0	0.0	0.0	0.0	63
PTP4A3	mRNA	402	247	368	179	0.0	736	486	1	1392	238	411	0.0	229	1156	469	191	580	276
LOC100129224	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51	0.0
PAPD7	mRNA	277	0.0	55	136	130	183	127	0.0	332	98	103	111	57	356	247	73	128	192
PAPD5	mRNA	23	0.0	146	0.0	0.0	0.0	6	0.0	0.0	0.0	0.0	78	1	0.0	0.0	20	223	2
GTF2A1	mRNA	41	228	1	12	87	0.0	0.0	125	103	0.0	12	0.0	21	1	14	64	93	36
GTF2A2	mRNA	20	0.0	81	60	1	54	0.0	426	253	0.0	0.0	117	0.0	910	0.0	0.0	180	1
SEMA3C	mRNA	20	0.0	100	0.0	100	67	224	0.0	0.0	31	14	0.0	12	256	53	25	51	0.0
SEMA3D	mRNA	0.0	0.0	0.0	0.0	141	0.0	0.0	0.0	0.0	0.0	43	27	0.0	0.0	0.0	0.0	30	0.0
TRNAK43P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3A	mRNA	249	0.0	0.0	0.0	11	34	79	10	0.0	91	0.0	0.0	0.0	1	0.0	84	0.0	97
SEMA3B	mRNA	3	0.0	39	0.0	0.0	91	0.0	0.0	95	78	57	25	70	211	65	54	68	0.0
LOC100288484	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	319	0.0	0.0	0.0
SEMA3G	mRNA	124	0.0	1	128	10	172	190	87	100	160	65	0.0	96	17	167	86	25	115
LOC100421674	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51	0.0
LOC100421673	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12	0.0	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3E	mRNA	37	0.0	0.0	0.0	7	0.0	0.0	0.0	0.0	16	0.0	0.0	0.0	0.0	224	26	0.0	0.0
LOC100288482	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA3F	mRNA	0.0	0.0	0.0	0.0	0.0	44	0.0	0.0	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPCD	mRNA	1	107	188	35	1	0.0	0.0	1	78	244	76	0.0	0.0	0.0	0.0	232	0.0	0.0
LOC100129216	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP3M2	mRNA	185	0.0	179	0.0	0.0	0.0	186	17	82	0.0	170	33	90	0.0	117	136	91	178
AP3M1	mRNA	138	1	196	167	4	152	3	2	247	1	82	98	66	220	140	89	102	128
LOC100132832	miscRNA	1	0.0	1	0.0	0.0	43	0.0	0.0	2	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
LOC100129215	miscRNA	0.0	195	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14	0.0	0.0	0.0	0.0	0.0
PLA2G12AP2	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100132834	ncRNA	0.0	0.0	0.0	84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	84	0.0	0.0	0.0	49	0.0
LOC100421670	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421672	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G12AP1	ncRNA	1	0.0	135	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72	1	0.0
LOC100132831	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100132830	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA4A	mRNA	5	113	0.0	401	134	206	428	1	105	324	206	0.0	155	109	404	112	29	0.0
SEMA4D	mRNA	1312	304	1638	368	2	2699	728	653	2166	383	283	51	255	1008	246	604	703	1215
WDR82P2	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53	0.0	0.0	0.0	0.0	0.0	0.0	25	0.0
ANKRD30B	mRNA	29	0.0	0.0	0.0	0.0	0.0	0.0	289	3	0.0	0.0	0.0	37	0.0	0.0	17	0.0	28
ANKRD30A	mRNA	1	0.0	0.0	0.0	1	35	0.0	78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR82P1	ncRNA	0.0	0.0	174	0.0	1	0.0	0.0	5	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA4B	mRNA	0.0	0.0	0.0	0.0	5	0.0	212	209	0.0	0.0	40	0.0	96	0.0	0.0	0.0	56	0.0
CDC42BPG	mRNA	762	736	774	441	88	276	482	638	12	38	295	102	351	269	73	0.0	237	504
SEMA4C	mRNA	23	330	110	2	101	208	19	54	656	113	302	287	118	117	297	165	107	10
ADRM1	mRNA	1837	1203	2933	916	386	754	604	303	2543	430	1017	1057	1359	1431	1101	738	856	1560
MIR181A2HG	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50	0.0	0.0
LOC100421685	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421684	ncRNA	0.0	0.0	0.0	0.0	90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724401	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	154	0.0	0.0	0.0	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA4F	mRNA	2	0.0	244	13	0.0	38	334	1	0.0	0.0	31	76	0.0	239	163	27	11	1
TRNAK42P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA4G	mRNA	4	0.0	0.0	0.0	0.0	56	0.0	0.0	0.0	0.0	16	0.0	0.0	0.0	14	0.0	0.0	0.0
CFLAR	mRNA	459	202	0.0	1	41	131	0.0	0.0	345	0.0	165	101	32	187	0.0	42	0.0	435
IGJP1	ncRNA	1	85	0.0	0.0	0.0	0.0	0.0	0.0	9	0.0	0.0	0.0	0.0	0.0	0.0	29	0.0	0.0
LOC102724400	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC42BPB	mRNA	588	1218	1628	508	330	2295	422	487	795	1024	990	1076	1006	660	1517	451	462	418
CDC42BPA	mRNA	140	265	299	23	40	329	0.0	115	75	82	157	166	11	930	142	56	144	122
LOC100421689	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC389705	miscRNA	46	0.0	0.0	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	22
TRIT1	mRNA	6	0.0	219	69	155	27	0.0	0.0	226	75	101	60	38	0.0	0.0	17	0.0	1
LOC100129205	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPCN2	mRNA	0.0	244	24	68	183	64	168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPCN1	mRNA	188	0.0	195	0.0	50	18	239	0.0	89	82	69	45	95	77	196	0.0	40	176
LOC102724407	lncRNA	0.0	0.0	0.0	0.0	29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAD52	mRNA	0.0	7	0.0	40	43	0.0	93	0.0	0.0	0.0	100	13	30	0.0	0.0	38	138	0.0
LOC100129203	lncRNA	0.0	0.0	53	0.0	26	26	0.0	0.0	103	0.0	0.0	0.0	0.0	0.0	0.0	56	4	0.0
LOC102724406	lncRNA	0.0	0.0	72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724409	lncRNA	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAD50	mRNA	7	100	189	0.0	23	116	0.0	0.0	158	0.0	158	1	169	60	0.0	45	110	2
PTP4A2P1	ncRNA	4	0.0	0.0	0.0	0.0	49	0.0	0.0	102	0.0	0.0	0.0	0.0	1	1	8	0.0	0.0
LOC100129201	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724408	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10	0.0	0.0	74	0.0	0.0
LOC100129202	ncRNA	0.0	0.0	0.0	0.0	0.0	39	0.0	0.0	0.0	0.0	0.0	91	0.0	0.0	0.0	0.0	0.0	0.0
RAD51	mRNA	354	106	124	34	72	0.0	0.0	0.0	85	34	15	0.0	0.0	0.0	0.0	1	90	263
PTP4A2P2	ncRNA	157	0.0	0.0	0.0	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	149
LOC102724403	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724402	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724405	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724404	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100132849	ncRNA	133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66
MIR1972-1	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR10AF1P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1972-2	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYCP3	mRNA	1	0.0	0.0	81	0.0	0.0	0.0	0.0	0.0	16	16	0.0	70	43	0.0	0.0	0.0	0.0
LOC100313942	ncRNA	155	0.0	48	0.0	5	59	11	0.0	0.0	0.0	6	34	0.0	0.0	0.0	0.0	0.0	49
RP11-503N18.1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	474	0.0	0.0	91	67	22	0.0	0.0	0.0	90	0.0	0.0
DPH3P1	mRNA	50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48
LOC100288542	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPF1	mRNA	4	83	132	0.0	8	0.0	0.0	0.0	0.0	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPF2	mRNA	526	55	616	0.0	71	286	428	0.0	658	124	213	177	193	557	0.0	145	329	438
DPF3	mRNA	167	27	0.0	133	0.0	55	1	125	26	0.0	32	87	26	0.0	155	17	1	97
HIST1H2BPS1	ncRNA	2	0.0	0.0	0.0	0.0	40	0.0	0.0	81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H2BPS2	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TIPIN	mRNA	118	0.0	0.0	0.0	0.0	1	0.0	0.0	1	0.0	0.0	0.0	1	0.0	0.0	0.0	25	108
HIST1H2BPS3	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC11A1	mRNA	465	211	112	0.0	183	368	0.0	0.0	431	0.0	373	0.0	204	150	5	1	34	451
SLC11A2	mRNA	287	102	50	57	0.0	50	137	310	109	0.0	52	0.0	85	413	5	250	252	270
BOLA1	mRNA	3	66	1	152	0.0	113	0.0	303	90	13	156	0.0	468	0.0	5	147	147	0.0
ZPBP	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR181A1HG	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100288558	ncRNA	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73	0.0	0.0	0.0	0.0	0.0
TCERG1L	mRNA	30	0.0	0.0	0.0	56	98	0.0	0.0	0.0	44	0.0	0.0	0.0	0.0	0.0	24	0.0	29
PAPPA	mRNA	1	155	82	46	0.0	0.0	7	78	0.0	147	0.0	10	0.0	0.0	2	16	18	0.0
BOLA3	mRNA	169	87	84	25	0.0	1	326	0.0	247	0.0	0.0	0.0	43	194	0.0	0.0	60	149
GRWD1	mRNA	988	83	726	104	0.0	648	124	185	530	121	367	137	565	768	704	258	298	839
BOLA2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71	58	0.0	0.0	86	0.0	0.0	0.0	0.0	0.0
WDPCP	mRNA	0.0	0.0	0.0	0.0	0.0	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100288560	ncRNA	0.0	0.0	0.0	0.0	67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24	0.0	0.0	1	0.0	0.0
PTDSS2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SGPL1	mRNA	364	544	188	82	126	97	0.0	0.0	460	76	220	141	150	0.0	290	63	114	337
PTDSS1	mRNA	459	172	325	140	44	151	25	214	831	1	28	302	123	481	223	117	233	438
DPH1	mRNA	7	85	0.0	0.0	65	70	0.0	68	65	0.0	139	0.0	56	585	346	149	130	0.0
DPH2	mRNA	448	260	406	368	12	1	0.0	6	534	139	258	355	408	347	72	243	291	425
DPH3	mRNA	97	30	35	88	58	42	0.0	366	405	0.0	120	48	96	345	0.0	31	109	68
LOC100288562	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-864J10.4	lncRNA	0.0	0.0	0.0	0.0	0.0	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39	0.0	0.0
DPH5	mRNA	78	0.0	5	158	14	47	0.0	0.0	57	71	37	116	179	145	0.0	0.0	163	73
NAALAD2	mRNA	1	0.0	30	34	136	0.0	0.0	0.0	75	0.0	16	12	91	0.0	0.0	32	0.0	0.0
DPH6	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DPH7	mRNA	12	1	125	314	221	0.0	236	816	206	0.0	215	321	63	317	1	217	226	0.0
IGKV6-21	mRNA	22	0.0	0.0	33	0.0	0.0	0.0	0.0	0.0	0.0	24	0.0	74	0.0	0.0	21	0.0	0.0
SRPK2	mRNA	303	237	207	133	58	99	219	342	250	223	191	103	71	534	3	0.0	310	251
SRPK3	mRNA	1	0.0	70	0.0	24	0.0	0.0	109	88	0.0	0.0	0.0	0.0	0.0	410	0.0	0.0	0.0
RP5-1097F14.3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100288570	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC93432	miscRNA	2	0.0	0.0	0.0	20	22	0.0	0.0	102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MR1P1	ncRNA	146	0.0	0.0	0.0	5	125	0.0	0.0	74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7	63
SRPK1	mRNA	235	63	261	90	160	1	167	0.0	629	216	162	23	233	182	0.0	24	96	187
VCX2	mRNA	0.0	0.0	0.0	0.0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0
IMPDH1P8	ncRNA	0.0	0.0	88	0.0	44	0.0	174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70	0.0	0.0
IMPDH1P7	ncRNA	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268	0.0	0.0	0.0	86	0.0	0.0	0.0	0.0	0.0
IMPDH1P9	ncRNA	0.0	0.0	0.0	0.0	16	0.0	0.0	0.0	0.0	209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SESTD1	mRNA	87	259	0.0	136	75	383	100	483	459	80	7	73	99	80	0.0	93	206	32
IMPDH1P2	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IMPDH1P1	ncRNA	105	0.0	197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17	0.0	0.0	0.0	0.0	0.0	0.0	102
IMPDH1P4	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IMPDH1P3	ncRNA	0.0	0.0	0.0	0.0	0.0	77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NODAL	mRNA	1	219	0.0	0.0	0.0	0.0	0.0	0.0	60	0.0	0.0	0.0	0.0	0.0	183	0.0	0.0	0.0
IMPDH1P6	ncRNA	0.0	0.0	0.0	0.0	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IMPDH1P5	ncRNA	1	78	115	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106	0.0	0.0	0.0	0.0	0.0
DAZAP2	mRNA	973	196	754	815	332	845	351	439	1666	173	1035	149	483	3023	677	391	568	1022
DAZAP1	mRNA	467	1064	2018	664	180	1079	1276	257	2421	922	974	708	933	1191	939	680	719	302
HILPDA	mRNA	2	116	68	76	171	0.0	0.0	0.0	45	0.0	0.0	55	0.0	0.0	0.0	3	1	0.0
LOC100288503	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPPH1	RNase_P_RNA	63506	13390	58656	5244	5327	95916	3149	8348	63545	4958	49458	11773	29877	84410	29466	18704	33414	58980
CCNT2P1	ncRNA	2	0.0	99	78	17	76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	410	0.0	0.0	0.0
AP3B1	mRNA	45	72	229	88	6	0.0	0.0	1	176	0.0	82	0.0	142	0.0	0.0	0.0	1	42
MIR642B	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR642A	miRNA	0.0	0.0	0.0	32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP3B2	mRNA	118	0.0	0.0	0.0	0.0	89	131	0.0	41	0.0	0.0	0.0	0.0	0.0	0.0	116	0.0	0.0
CEACAM3	mRNA	130	0.0	0.0	0.0	0.0	87	0.0	0.0	40	0.0	0.0	0.0	52	0.0	0.0	45	0.0	118
CEACAM1	mRNA	562	2892	2577	1774	537	423	2425	3346	93	1138	557	792	1081	1149	789	1112	831	209
LOC100288510	ncRNA	146	0.0	0.0	77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36	0.0	102
CEACAM7	mRNA	325	1888	2823	1648	752	429	2487	2402	1	1174	240	1233	1591	952	1360	946	1123	231
ADRB3	mRNA	92	118	104	0.0	0.0	117	75	0.0	0.0	166	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0
CEACAM6	mRNA	431	935	998	564	436	129	1413	835	229	333	162	438	734	1069	581	332	697	89
CEACAM5	mRNA	2181	7660	8279	6952	3154	1314	9355	6409	494	6084	2295	4609	4845	5125	5359	4360	3762	932
CEACAM4	mRNA	4	0.0	0.0	0.0	0.0	96	0.0	0.0	252	1	0.0	0.0	0.0	0.0	0.0	33	14	0.0
CEACAM8	mRNA	6	0.0	100	120	0.0	111	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0
RAC1P3	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAC1P4	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAC1P5	ncRNA	2	0.0	122	0.0	0.0	0.0	0.0	0.0	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10	0.0
RAC1P6	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1185-1	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAC1P7	ncRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	352	0.0	0.0	0.0
RAC1P8	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAPLN	mRNA	0.0	0.0	116	101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0
MIR1185-2	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HRSP12	mRNA	1	0.0	0.0	41	0.0	29	105	0.0	0.0	39	5	0.0	0.0	0.0	67	0.0	45	0.0
ANKMY2	mRNA	0.0	162	0.0	0.0	183	103	0.0	0.0	127	0.0	119	99	105	2	0.0	182	0.0	0.0
ZNF355P	ncRNA	2	1	52	0.0	1	71	104	0.0	4	70	0.0	0.0	42	0.0	0.0	61	5	0.0
FKBP4P1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-290F20.1	lncRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	102	0.0	58	0.0	105	0.0	0.0	0.0	0.0	0.0	0.0
ANKMY1	mRNA	294	294	311	0.0	97	1	0.0	0.0	224	61	140	16	260	555	0.0	160	112	264
RP11-290F20.2	lncRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-290F20.3	mRNA	369	281	198	0.0	45	336	0.0	0.0	558	1	87	0.0	0.0	342	0.0	0.0	199	346
IGHV5-78	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30	0.0	0.0	0.0	0.0	0.0
SDCBP2-AS1	lncRNA	67	0.0	0.0	60	0.0	0.0	0.0	0.0	116	0.0	0.0	0.0	39	151	0.0	0.0	76	37
C1GALT1	mRNA	2	84	0.0	73	24	0.0	125	355	30	21	59	118	0.0	0.0	255	16	93	0.0
AP3D1	mRNA	1880	1650	1186	1022	281	1803	562	1621	3586	392	1972	861	1251	2916	460	743	1591	1615
PRSS30P	miscRNA	373	108	0.0	0.0	0.0	0.0	0.0	5	0.0	25	154	0.0	358	0.0	212	0.0	0.0	262
LOC100288533	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB3GAP2	mRNA	238	63	75	32	60	3	1	1	64	18	93	34	76	466	515	23	73	190
ZNF354A	mRNA	117	0.0	107	0.0	0.0	0.0	0.0	383	0.0	0.0	20	0.0	0.0	0.0	1	0.0	50	112
ZNF354C	mRNA	243	0.0	0.0	0.0	35	152	15	271	64	0.0	201	0.0	14	1	0.0	90	41	235
RAB3GAP1	mRNA	374	269	173	36	0.0	83	427	25	153	0.0	82	70	147	0.0	84	68	222	264
RAC1P1	ncRNA	42	0.0	0.0	0.0	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39
